OTU	Status2	Status3									
0f2f9eb5cf391c38349fb57f69081038	soil_derived	NA									
45280b049eb9077e84c8f50b38469e41	soil_derived	NA									
027926dc327cf01f833bfaa2f9e151ac	soil_derived	NA									
b8ab84c4f85358c63131e7989f9d5fd0	soil_derived	NA									
bde3799ced345836782f057e7463acaa	soil_derived	NA									
118015de25ef7c64c3d18286f370d0d8	soil_derived	NA									
b28966262aae567405ecce8ed2290202	soil_derived	NA									
6a22dea647f794f2bd327c214e9113c5	soil_derived	NA									
18969ef31fb463f5b4975d61448ca1db	soil_derived	NA									
85caeb428dc506e58bd87ea144f388a6	soil_derived	NA									
214b8f4fa0038a588b7ac098cf2e39a9	soil_derived	NA									
6ba55b9731895e4da37ccbab50661508	soil_derived	NA									
6d4eba65dfc319fb3179e16d2bb087fa	soil_derived	NA									
896b00e445146d21a22d73f801383ca5	soil_derived	NA									
fa8bd25b5612338fea7d37aa2e72de18	soil_derived	NA									
0a042a79cd765273981a1af66ef7a4f7	soil_derived	NA									
fb2f1f61a8ace3ffe13e2ffb314ca5cc	soil_derived	NA									
e87656ecd33e918be4026c34dc8b8a9c	soil_derived	NA									
74f44b45177d7404c538679c650e1259	soil_derived	NA									
5b2d561c416c83bc464d6a86ac0334ed	soil_derived	NA									
8d1ddd0da2610c3a59c2c6f9935ca1af	soil_derived	NA									
b3f12c9211338719f7eae911cd322c54	soil_derived	NA									
27f2c1ccdfd2d0a0d9cb10d204b83191	soil_derived	NA									
4c67ee1703e959ffceca2ce58771844a	soil_derived	NA									
862b90ed189cc71e556b1a1abc3a366c	soil_derived	NA									
3c274d9bb40451e4efa31f12aeb04158	soil_derived	NA									
3eadd4e4b367115d93c3c89c847084e1	soil_derived	NA									
09c9d78b816d3d5eeb8c60a3771a710e	soil_derived	NA									
1b609820c24ac6c00602f3d368c077dd	soil_derived	NA									
4a712e8a57c2c399d6e07dd404fb8802	soil_derived	NA									
cfa516b196e2ac33a94c9185e8a8d786	soil_derived	NA									
7811901a9c0b0aa8ac95781433692787	soil_derived	NA									
862c209dc6ad902e0f043fb1a11067cb	soil_derived	NA									
aefd850b7a5eb6df13ad081526d8089c	soil_derived	NA									
37b611503bd69913348ab6f6996b378a	soil_derived	NA									
ee5f7598f10ef44f56f595e94f13024b	soil_derived	NA									
ff111a73c42ebee0e080caa3fb9cf584	soil_derived	NA									
73606a0642e00b18aa5185d530c047b7	soil_derived	NA									
e8a435cbdd25136e3639dd562e4bce9d	soil_derived	NA									
ce14760c7a2e16c409366986b3cebe17	soil_derived	NA									
3d6e2d4e6bcc2022bc56faa9a21525de	soil_derived	NA									
2f73f505bb4c81faf13664681c008ec9	soil_derived	NA									
bd0b5beafca63c8928d15c0487075229	soil_derived	NA									
53a7194d724499eba4879b99d3ea1d1c	soil_derived	NA									
d373f844aa118aad4ed4fb30a3ad8aae	soil_derived	NA									
89aff7f3e69d19fd5e79b9553d64e647	soil_derived	NA									
939631b802708f71a94b3f1e073c92c0	soil_derived	NA									
831dcd4d7af0cbe7fc5d1384e1c280ed	soil_derived	NA									
4313ff0210b003808ec9f49724fdf63c	soil_derived	NA									
d246293ba7be993e095dd9e6735a16d0	soil_derived	NA									
110e76585b80ace04aaac67c9018bab2	soil_derived	NA									
024a62816be7f7cdf578095867d77984	soil_derived	NA									
ac5c5a7f48a1c599185cbf418b97af8f	soil_derived	NA									
4b498378bc4b9b8732c426dbc2f6abb2	soil_derived	NA									
ddd01d7e166f5070870b1068f97d0f68	soil_derived	NA									
0321548b42c6c0d6565165b7875cf582	soil_derived	NA									
cd774477f330909a36ab5098270be46d	soil_derived	NA									
3ac53745f05dfb86013b5989eba9c751	soil_derived	NA									
a12459033f6b8272f0cb3b7fe9f14202	soil_derived	NA									
fb7a4edb43d7dda3da5799c708755a62	soil_derived	NA									
9c8d51572181a04150c656c53b5b82e4	soil_derived	NA									
356f53b8cd970487cf2f00c86a65c36c	soil_derived	NA									
3053acbcf26ad09dd67fdf96e968a49c	soil_derived	NA									
14674975349d45b1ccac67d5888e431b	soil_derived	NA									
28dae968ac1fbba4ca70848868021a76	soil_derived	NA									
afc45ab9fafab4dccc7ca7544bbbbea4	soil_derived	NA									
67cc5103a751a1fd125162f573228c86	soil_derived	NA									
4926a43fb1af08b4115264ecf5051c15	soil_derived	NA									
d591ba3c3a44a07dd2a49e4cb60fe41b	soil_derived	NA									
68338353dd503c1289d20c9983b1d730	soil_derived	NA									
168dfc4e05926797286642e0ad954e8a	soil_derived	NA									
2a39962458038ff64106ff756461d6c0	soil_derived	NA									
